review,label
terrible story bad story movie awful terrible character plot scene story poor bad,0
dialogue poor plot terrible scene dialogue dialogue terrible movie awful horrible,0
dialogue plot story bad sad plot bad,0
film plot amazing happy excellent character,1
terrible awful sad sad awful scene horrible character dialogue plot scene story,0
movie story fantastic dialogue dialogue love amazing happy dialogue great,1
movie poor terrible dialogue poor movie bad story story,0
movie bad hate scene sad dialogue,0
poor sad movie plot plot horrible dialogue,0
dialogue scene love great fantastic scene,1
good love scene fantastic character plot good plot love character scene excellent,1
film hate bad plot movie bad scene scene bad film horrible story sad story poor,0
story good plot dialogue love good scene great movie story good fantastic,1
scene sad horrible dialogue character hate film dialogue dialogue hate awful,0
dialogue movie bad bad terrible hate bad plot dialogue film,0
scene love fantastic film plot love,1
dialogue good good character character fantastic excellent story film,1
film movie amazing happy movie amazing,1
love scene scene movie excellent,1
plot dialogue horrible hate scene,0
plot dialogue good character great fantastic great fantastic movie scene character,1
plot poor character character film character sad film bad hate poor,0
poor story hate movie horrible film film,0
amazing character great plot scene great happy love character love dialogue scene good scene,1
good story excellent dialogue good plot good character,1
excellent love scene love film story,1
sad story character sad story movie film awful hate plot story terrible hate,0
movie film horrible hate dialogue,0
movie film good amazing good plot scene happy excellent character love character film happy,1
poor story awful scene plot sad scene,0
good excellent love movie movie plot excellent character movie,1
character poor terrible plot dialogue bad story bad,0
awful dialogue dialogue poor dialogue scene sad sad,0
good love love character scene film plot great plot,1
film scene film fantastic fantastic character happy fantastic dialogue fantastic,1
awful movie sad plot terrible movie horrible film scene horrible film,0
great scene film excellent story amazing,1
good film scene character story good amazing happy film,1
movie movie movie hate horrible hate hate bad scene movie hate movie movie,0
awful film character hate scene,0
film film poor horrible film terrible sad horrible plot hate film dialogue,0
sad bad bad film plot story movie,0
character hate plot scene terrible,0
character excellent amazing plot excellent film happy scene character,1
story awful sad bad dialogue film story sad plot,0
awful hate scene film character scene terrible terrible film terrible character bad sad plot,0
character excellent dialogue love film,1
character amazing scene plot amazing happy,1
character terrible film film story scene bad scene terrible awful hate,0
good amazing dialogue fantastic dialogue film,1
story awful film dialogue awful,0
story scene scene movie amazing excellent amazing excellent plot plot love fantastic film,1
bad awful movie movie dialogue awful scene scene hate terrible story,0
movie dialogue dialogue bad terrible dialogue terrible story horrible terrible awful dialogue plot awful,0
good story amazing dialogue excellent film,1
scene movie excellent good plot good film fantastic,1
dialogue movie film film fantastic scene scene happy good fantastic plot amazing great,1
character terrible poor horrible story dialogue,0
story good great story excellent plot plot,1
good story excellent character scene happy film amazing,1
great movie plot amazing excellent character film excellent character,1
excellent story film dialogue love excellent scene,1
dialogue sad plot terrible plot plot dialogue terrible terrible,0
awful plot plot horrible dialogue sad story,0
sad character sad sad terrible scene terrible dialogue character bad story plot,0
plot dialogue bad scene character story film hate poor scene bad terrible hate,0
plot story dialogue plot story excellent scene film great good plot happy fantastic excellent great,1
horrible plot film bad awful dialogue character horrible terrible movie,0
plot amazing plot good film story amazing,1
movie great great great character dialogue movie plot fantastic love,1
horrible scene story film sad awful scene awful movie,0
great character excellent scene excellent dialogue amazing plot love character,1
hate scene film bad story sad,0
amazing plot movie excellent scene,1
character love story happy story great scene happy plot,1
bad awful dialogue character story horrible film story horrible plot poor horrible hate story,0
fantastic happy story dialogue amazing scene,1
excellent plot plot love plot great,1
hate scene terrible scene plot,0
fantastic dialogue good plot scene,1
character film awful movie bad terrible,0
sad dialogue movie poor poor character movie,0
scene dialogue scene love character excellent good love,1
scene terrible dialogue movie terrible scene scene scene terrible terrible hate character movie poor poor,0
story scene happy character great amazing character good story amazing,1
scene story story terrible hate bad character story plot sad horrible,0
character dialogue amazing scene excellent excellent dialogue story excellent great good story story love movie,1
hate horrible dialogue scene hate film movie sad character film movie hate sad horrible plot,0
bad character scene poor horrible dialogue movie sad scene bad plot,0
scene plot good good good fantastic scene character story happy character excellent plot movie excellent,1
plot sad awful plot movie terrible,0
plot hate terrible character sad character terrible film film hate,0
film good good good happy film film character dialogue love,1
story movie happy happy good plot great film love film fantastic movie story excellent,1
bad hate horrible movie plot dialogue hate character awful dialogue,0
excellent great excellent story amazing dialogue scene plot fantastic scene love movie character movie amazing,1
good story story good happy scene scene love film,1
